directorCd,directorNm,repRoleNm,filmos
20189605,김유성,감독,"[{'movieCd': '20149473', 'movieNm': '사랑의 대화', 'moviePartNm': '감독'}, {'movieCd': '20149730', 'movieNm': '판타스틱 단편 걸작선 4', 'moviePartNm': '감독'}]"
20208964,박수진,감독,"[{'movieCd': '20159265', 'movieNm': '부베이 부', 'moviePartNm': '감독'}, {'movieCd': '20155247', 'movieNm': '인디애니페스트2015-파노라마2-집으로', 'moviePartNm': '감독'}]"
10042886,애너 보든,감독,"[{'movieCd': '20181877', 'movieNm': '캡틴 마블', 'moviePartNm': '감독'}, {'movieCd': '20122007', 'movieNm': '이츠 카인드 오브 어 퍼니 스토리', 'moviePartNm': '감독'}, {'movieCd': '20088663', 'movieNm': '슈거', 'moviePartNm': '감독'}]"
10051453,라파엘 리바스,감독,"[{'movieCd': '20177282', 'movieNm': '리노', 'moviePartNm': '감독'}]"
10033009,비욘 룬게,감독,"[{'movieCd': '20196323', 'movieNm': '더 와이프', 'moviePartNm': '감독'}, {'movieCd': '20135888', 'movieNm': '해피 엔드', 'moviePartNm': '감독'}, {'movieCd': '20058939', 'movieNm': '마우스 투 마우스', 'moviePartNm': '감독'}, {'movieCd': '20038918', 'movieNm': '새벽', 'moviePartNm': '감독'}]"
10033522,애덤 로비텔,감독,"[{'movieCd': '20197283', 'movieNm': '이스케이프 룸', 'moviePartNm': '감독'}, {'movieCd': '20178126', 'movieNm': '인시디어스4: 라스트 키', 'moviePartNm': '감독'}, {'movieCd': '20173437', 'movieNm': '테이킹', 'moviePartNm': '감독'}]"
10078519,클린트 이스트우드,감독,"[{'movieCd': '20197356', 'movieNm': '라스트 미션', 'moviePartNm': '감독'}, {'movieCd': '20197356', 'movieNm': '라스트 미션', 'moviePartNm': '배우'}, {'movieCd': '20168891', 'movieNm': '설리: 허드슨강의 기적', 'moviePartNm': '감독'}, {'movieCd': '20143754', 'movieNm': '아메리칸 스나이퍼', 'moviePartNm': '감독'}, {'movieCd': '20156184', 'movieNm': '저지 보이즈', 'moviePartNm': '감독'}, {'movieCd': '20121281', 'movieNm': '내 인생의 마지막 변화구 ', 'moviePartNm': '배우'}, {'movieCd': '20134779', 'movieNm': 'J.에드가 - FBI의 시작', 'moviePartNm': '감독'}, {'movieCd': '20119688', 'movieNm': '히어애프터', 'moviePartNm': '감독'}, {'movieCd': '20100105', 'movieNm': '우리가 꿈꾸는 기적: 인빅터스', 'moviePartNm': '감독'}, {'movieCd': '20090064', 'movieNm': '그랜 토리노', 'moviePartNm': '감독'}, {'movieCd': '20090064', 'movieNm': '그랜 토리노', 'moviePartNm': '배우'}, {'movieCd': '20090018', 'movieNm': '체인질링', 'moviePartNm': '감독'}, {'movieCd': '20070013', 'movieNm': '아버지의 깃발', 'moviePartNm': '감독'}, {'movieCd': '20114772', 'movieNm': '이오지마에서 온 편지', 'moviePartNm': '감독'}, {'movieCd': '20050028', 'movieNm': '밀리언 달러 베이비', 'moviePartNm': '감독'}, {'movieCd': '20050028', 'movieNm': '밀리언 달러 베이비', 'moviePartNm': '배우'}, {'movieCd': '20050315', 'movieNm': '더 블루스: 피아노 블루스', 'moviePartNm': '감독'}, {'movieCd': '20050315', 'movieNm': '더 블루스: 피아노 블루스', 'moviePartNm': '배우'}, {'movieCd': '20030411', 'movieNm': '미스틱 리버', 'moviePartNm': '감독'}, {'movieCd': '20028303', 'movieNm': '블러드 워크', 'moviePartNm': '감독'}, {'movieCd': '20028303', 'movieNm': '블러드 워크', 'moviePartNm': '배우'}, {'movieCd': '20000260', 'movieNm': '스페이스 카우보이', 'moviePartNm': '감독'}, {'movieCd': '20000260', 'movieNm': '스페이스 카우보이', 'moviePartNm': '배우'}, {'movieCd': '20008048', 'movieNm': '클린트 이스트우드: 아웃 오브 섀도우', 'moviePartNm': '배우'}, {'movieCd': '19998138', 'movieNm': '트루 크라임', 'moviePartNm': '감독'}, {'movieCd': '19998138', 'movieNm': '트루 크라임', 'moviePartNm': '배우'}, {'movieCd': '19970168', 'movieNm': '앱솔루트 파워 ', 'moviePartNm': '감독'}, {'movieCd': '19970168', 'movieNm': '앱솔루트 파워 ', 'moviePartNm': '배우'}, {'movieCd': '19950290', 'movieNm': '매디슨 카운티의 다리', 'moviePartNm': '감독'}, {'movieCd': '19950290', 'movieNm': '매디슨 카운티의 다리', 'moviePartNm': '배우'}, {'movieCd': '19940077', 'movieNm': '완전한 세상 ', 'moviePartNm': '감독'}, {'movieCd': '19940077', 'movieNm': '완전한 세상 ', 'moviePartNm': '배우'}, {'movieCd': '19930223', 'movieNm': '사선에서', 'moviePartNm': '배우'}, {'movieCd': '19930098', 'movieNm': '용서받지 못한 자', 'moviePartNm': '감독'}, {'movieCd': '19930098', 'movieNm': '용서받지 못한 자', 'moviePartNm': '배우'}, {'movieCd': '19910148', 'movieNm': '후계자', 'moviePartNm': '감독'}, {'movieCd': '19910148', 'movieNm': '후계자', 'moviePartNm': '배우'}, {'movieCd': '19840073', 'movieNm': '더티해리 4-써든 임팩트/서든 임팩트', 'moviePartNm': '감독'}, {'movieCd': '19840073', 'movieNm': '더티해리 4-써든 임팩트/서든 임팩트', 'moviePartNm': '배우'}, {'movieCd': '19830126', 'movieNm': '화이어폭스', 'moviePartNm': '감독'}, {'movieCd': '19830126', 'movieNm': '화이어폭스', 'moviePartNm': '배우'}, {'movieCd': '19790079', 'movieNm': '더티 파이터 2', 'moviePartNm': '배우'}, {'movieCd': '19780088', 'movieNm': '원 웨이 티켓', 'moviePartNm': '감독'}, {'movieCd': '19780088', 'movieNm': '원 웨이 티켓', 'moviePartNm': '배우'}, {'movieCd': '19790084', 'movieNm': '더티 해리3-집행자', 'moviePartNm': '배우'}, {'movieCd': '19770094', 'movieNm': '아우트 로', 'moviePartNm': '감독'}, {'movieCd': '19770094', 'movieNm': '아우트 로', 'moviePartNm': '배우'}, {'movieCd': '20120908', 'movieNm': '아이거 빙벽', 'moviePartNm': '감독'}, {'movieCd': '20120908', 'movieNm': '아이거 빙벽', 'moviePartNm': '배우'}, {'movieCd': '19748151', 'movieNm': '대도적', 'moviePartNm': '배우'}, {'movieCd': '19770087', 'movieNm': '황야의 스트렌저', 'moviePartNm': '감독'}, {'movieCd': '19770087', 'movieNm': '황야의 스트렌저', 'moviePartNm': '배우'}, {'movieCd': '19770082', 'movieNm': '이것이 법이다', 'moviePartNm': '배우'}, {'movieCd': '20120905', 'movieNm': '브리지', 'moviePartNm': '감독'}, {'movieCd': '19718155', 'movieNm': '어둠속에 벨이 울릴 때', 'moviePartNm': '감독'}, {'movieCd': '19718155', 'movieNm': '어둠속에 벨이 울릴 때', 'moviePartNm': '배우'}, {'movieCd': '19710148', 'movieNm': '더티 해리', 'moviePartNm': '배우'}, {'movieCd': '19718163', 'movieNm': '사기당한 사람들', 'moviePartNm': '배우'}, {'movieCd': '20157350', 'movieNm': '켈리의 영웅들', 'moviePartNm': '배우'}, {'movieCd': '20133162', 'movieNm': '집행자', 'moviePartNm': '배우'}, {'movieCd': '20080970', 'movieNm': '황야의 무법자', 'moviePartNm': '배우'}, {'movieCd': '19788156', 'movieNm': '더티 화이터', 'moviePartNm': '배우'}]"
20317199,아르나드 부롱,감독,"[{'movieCd': '20196723', 'movieNm': '숲속왕국의 꿀벌 여왕', 'moviePartNm': '감독'}]"
10057273,이정범,감독,"[{'movieCd': '20197846', 'movieNm': '악질경찰', 'moviePartNm': '감독'}, {'movieCd': '20197846', 'movieNm': '악질경찰', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20153741', 'movieNm': '미씽: 사라진 여자', 'moviePartNm': '기획'}, {'movieCd': '20132482', 'movieNm': '우는 남자', 'moviePartNm': '감독'}, {'movieCd': '20132482', 'movieNm': '우는 남자', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20134123', 'movieNm': '집으로 가는 길', 'moviePartNm': '각색'}, {'movieCd': '20100214', 'movieNm': '아저씨', 'moviePartNm': '감독'}, {'movieCd': '20100214', 'movieNm': '아저씨', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20060261', 'movieNm': '열혈남아', 'moviePartNm': '감독'}, {'movieCd': '20060261', 'movieNm': '열혈남아', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20070559', 'movieNm': '귀휴', 'moviePartNm': '감독'}]"
10056161,이수진,감독,"[{'movieCd': '20175407', 'movieNm': '우상', 'moviePartNm': '감독'}, {'movieCd': '20175407', 'movieNm': '우상', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20175407', 'movieNm': '우상', 'moviePartNm': '기획'}, {'movieCd': '20134122', 'movieNm': '한공주', 'moviePartNm': '감독'}, {'movieCd': '20134122', 'movieNm': '한공주', 'moviePartNm': '제작'}, {'movieCd': '20080451', 'movieNm': '적의 사과', 'moviePartNm': '감독'}, {'movieCd': '20080451', 'movieNm': '적의 사과', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20110121', 'movieNm': '아들의 것', 'moviePartNm': '감독'}, {'movieCd': '20147529', 'movieNm': '아빠', 'moviePartNm': '감독'}]"
10084180,막심 파디브,감독,"[{'movieCd': '20197617', 'movieNm': '정글북: 마법 원정대', 'moviePartNm': '감독'}]"
20284809,스도 토모노리,감독,"[{'movieCd': '20198603', 'movieNm': '페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이', 'moviePartNm': '감독'}, {'movieCd': '20175611', 'movieNm': '페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워', 'moviePartNm': '감독'}]"
10060348,프랭키 첸,감독,"[{'movieCd': '20183773', 'movieNm': '장난스런 키스', 'moviePartNm': '감독'}, {'movieCd': '20163137', 'movieNm': '나의 소녀시대', 'moviePartNm': '감독'}]"
10086265,조던 필,감독,"[{'movieCd': '20185352', 'movieNm': '어스', 'moviePartNm': '감독'}, {'movieCd': '20175262', 'movieNm': '겟 아웃', 'moviePartNm': '감독'}]"
10081788,팀 버튼,감독,"[{'movieCd': '20196025', 'movieNm': '덤보', 'moviePartNm': '감독'}, {'movieCd': '20164501', 'movieNm': '미스 페레그린과 이상한 아이들의 집', 'moviePartNm': '감독'}, {'movieCd': '20162968', 'movieNm': '거울나라의 앨리스', 'moviePartNm': '제작'}, {'movieCd': '20144507', 'movieNm': '빅 아이즈', 'moviePartNm': '감독'}, {'movieCd': '20125338', 'movieNm': '링컨: 뱀파이어 헌터', 'moviePartNm': '제작'}, {'movieCd': '20125866', 'movieNm': '다크 섀도우', 'moviePartNm': '감독'}, {'movieCd': '20129766', 'movieNm': '프랑켄위니', 'moviePartNm': '감독'}, {'movieCd': '20090930', 'movieNm': '이상한 나라의 앨리스', 'moviePartNm': '감독'}, {'movieCd': '20080009', 'movieNm': '스위니 토드 : 어느 잔혹한 이발사 이야기', 'moviePartNm': '감독'}, {'movieCd': '20050253', 'movieNm': '유령신부(애니)', 'moviePartNm': '감독'}, {'movieCd': '20050225', 'movieNm': '찰리와 초콜릿 공장', 'moviePartNm': '감독'}, {'movieCd': '20040462', 'movieNm': '빅 피쉬', 'moviePartNm': '감독'}, {'movieCd': '20010227', 'movieNm': '혹성탈출', 'moviePartNm': '감독'}, {'movieCd': '20000085', 'movieNm': '슬리피 할로우', 'moviePartNm': '감독'}, {'movieCd': '19970139', 'movieNm': '팀버튼의 화성침공 ', 'moviePartNm': '감독'}, {'movieCd': '20060351', 'movieNm': '팀 버튼의 크리스마스 악몽', 'moviePartNm': '제작'}, {'movieCd': '19920240', 'movieNm': '배트맨2', 'moviePartNm': '감독'}, {'movieCd': '19910242', 'movieNm': '가위손', 'moviePartNm': '감독'}, {'movieCd': '19848029', 'movieNm': '프랑켄위니', 'moviePartNm': '감독'}, {'movieCd': '19828018', 'movieNm': '빈센트 ', 'moviePartNm': '감독'}]"
20239886,김지혜,감독,"[{'movieCd': '20166301', 'movieNm': '썬키스 패밀리', 'moviePartNm': '감독'}, {'movieCd': '20136643', 'movieNm': '생생활활', 'moviePartNm': '스틸'}]"
10052420,워시 웨스트모어랜드,감독,"[{'movieCd': '20198146', 'movieNm': '콜레트', 'moviePartNm': '감독'}, {'movieCd': '20145042', 'movieNm': '스틸 앨리스', 'moviePartNm': '감독'}, {'movieCd': '20070156', 'movieNm': '달콤한 열여섯', 'moviePartNm': '감독'}]"
10086868,구스타브 몰러,감독,"[{'movieCd': '20197987', 'movieNm': '더 길티', 'moviePartNm': '감독'}]"
20235586,데이비드 F. 샌드버그,감독,"[{'movieCd': '20196244', 'movieNm': '샤잠!', 'moviePartNm': '감독'}, {'movieCd': '20161081', 'movieNm': '애나벨 : 인형의 주인', 'moviePartNm': '감독'}, {'movieCd': '20163217', 'movieNm': '라이트 아웃', 'moviePartNm': '감독'}]"
20159971,이종언,감독,"[{'movieCd': '20183096', 'movieNm': '생일', 'moviePartNm': '감독'}, {'movieCd': '20183096', 'movieNm': '생일', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20100191', 'movieNm': '시', 'moviePartNm': '연출팀'}, {'movieCd': '20090328', 'movieNm': '여행자', 'moviePartNm': '연출팀'}, {'movieCd': '20070115', 'movieNm': '밀양', 'moviePartNm': '스크립터'}, {'movieCd': '20060731', 'movieNm': '봄', 'moviePartNm': '감독'}, {'movieCd': '20060677', 'movieNm': '처녀네 식당', 'moviePartNm': '감독'}]"
10057658,이창근,감독,"[{'movieCd': '19600065', 'movieNm': '투명인의 최후', 'moviePartNm': '감독'}, {'movieCd': '19600065', 'movieNm': '투명인의 최후', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '19570032', 'movieNm': '인생 화보', 'moviePartNm': '감독'}, {'movieCd': '19490020', 'movieNm': '북한의 실정', 'moviePartNm': '감독'}, {'movieCd': '19420013', 'movieNm': '신라의 고적', 'moviePartNm': '감독'}, {'movieCd': '19340015', 'movieNm': '돌아오는 영혼', 'moviePartNm': '감독'}, {'movieCd': '19340016', 'movieNm': '도회의 비가', 'moviePartNm': '감독'}, {'movieCd': '19310007', 'movieNm': '산괴령', 'moviePartNm': '감독'}, {'movieCd': '19310007', 'movieNm': '산괴령', 'moviePartNm': '시나리오(각본)'}]"
20170403,라스무스 A. 실버르센,감독,"[{'movieCd': '20198023', 'movieNm': '고릴라와 슈퍼레이스', 'moviePartNm': '감독'}, {'movieCd': '20182990', 'movieNm': '아기곰 보보 구출 대작전', 'moviePartNm': '감독'}, {'movieCd': '20174103', 'movieNm': '배저로와 친구들: 신비한 모험', 'moviePartNm': '감독'}, {'movieCd': '20147848', 'movieNm': '꼬마영웅 경찰차 프로디2', 'moviePartNm': '감독'}, {'movieCd': '20145066', 'movieNm': '솔란과 루드빅의 화이트 크리스마스 대소동', 'moviePartNm': '감독'}, {'movieCd': '20136783', 'movieNm': '꼬마영웅 경찰차 프로디', 'moviePartNm': '감독'}]"
10009025,닐 마샬,감독,"[{'movieCd': '20185406', 'movieNm': '헬보이', 'moviePartNm': '감독'}, {'movieCd': '20100815', 'movieNm': '센츄리온', 'moviePartNm': '감독'}, {'movieCd': '20080837', 'movieNm': '둠스데이:지구 최후의 날', 'moviePartNm': '감독'}, {'movieCd': '20070234', 'movieNm': '디센트', 'moviePartNm': '감독'}, {'movieCd': '20028322', 'movieNm': '독 솔져', 'moviePartNm': '감독'}]"
10041297,아담 맥케이,감독,"[{'movieCd': '20198104', 'movieNm': '바이스', 'moviePartNm': '감독'}, {'movieCd': '20159199', 'movieNm': '빅쇼트', 'moviePartNm': '감독'}, {'movieCd': '20149440', 'movieNm': '앵커맨: 더 레전드 컨티뉴', 'moviePartNm': '감독'}, {'movieCd': '20136400', 'movieNm': '스탠바이 캅', 'moviePartNm': '감독'}, {'movieCd': '20088142', 'movieNm': '스텝 브라더스', 'moviePartNm': '감독'}, {'movieCd': '20068367', 'movieNm': '텔라데가 나이트 : 리키 바비의 발라드', 'moviePartNm': '감독'}, {'movieCd': '20048618', 'movieNm': '앵커맨', 'moviePartNm': '감독'}]"
20189699,케빈 콜쉬,감독,"[{'movieCd': '20197423', 'movieNm': '공포의 묘지', 'moviePartNm': '감독'}, {'movieCd': '20149672', 'movieNm': '오디션', 'moviePartNm': '감독'}]"
10085431,피에르 모렐,감독,"[{'movieCd': '20198844', 'movieNm': '아이 엠 마더', 'moviePartNm': '감독'}, {'movieCd': '20173021', 'movieNm': '더 건맨 : 테이큰 감독 뉴프로젝트', 'moviePartNm': '감독'}, {'movieCd': '20157904', 'movieNm': '더 건맨', 'moviePartNm': '감독'}, {'movieCd': '20100101', 'movieNm': '프롬 파리 위드 러브', 'moviePartNm': '감독'}, {'movieCd': '20080337', 'movieNm': '테이큰', 'moviePartNm': '감독'}, {'movieCd': '20060240', 'movieNm': '13구역', 'moviePartNm': '감독'}, {'movieCd': '20020014', 'movieNm': '트랜스포터', 'moviePartNm': '촬영'}]"
10061189,저스틴 밸도니,감독,"[{'movieCd': '20198403', 'movieNm': '파이브 피트', 'moviePartNm': '감독'}]"
10073007,마이클 차베즈,감독,"[{'movieCd': '20183454', 'movieNm': '요로나의 저주', 'moviePartNm': '감독'}]"
10000873,강지은,감독,"[{'movieCd': '20198982', 'movieNm': '크게 될 놈', 'moviePartNm': '감독'}, {'movieCd': '20159648', 'movieNm': '고산자, 대동여지도', 'moviePartNm': '2nd unit 촬영팀'}, {'movieCd': '20080736', 'movieNm': '강철중: 공공의 적 1-1', 'moviePartNm': '2nd unit 촬영팀'}, {'movieCd': '20060085', 'movieNm': '도마뱀', 'moviePartNm': '감독'}, {'movieCd': '20030410', 'movieNm': '실미도', 'moviePartNm': '조감독'}, {'movieCd': '20020065', 'movieNm': '공공의 적', 'moviePartNm': '조감독'}]"
20302929,김성기,감독,"[{'movieCd': '20182501', 'movieNm': '왓칭', 'moviePartNm': '감독'}, {'movieCd': '20182501', 'movieNm': '왓칭', 'moviePartNm': '시나리오(각본)'}]"
10017730,로저 미첼,감독,"[{'movieCd': '20147880', 'movieNm': '위크엔드 인 파리', 'moviePartNm': '감독'}, {'movieCd': '20119667', 'movieNm': '굿모닝 에브리원', 'moviePartNm': '감독'}, {'movieCd': '20048720', 'movieNm': '사랑을 견뎌내기', 'moviePartNm': '감독'}, {'movieCd': '20050132', 'movieNm': '마더', 'moviePartNm': '감독'}, {'movieCd': '20020207', 'movieNm': '체인징 레인스', 'moviePartNm': '감독'}, {'movieCd': '19990220', 'movieNm': '노팅 힐', 'moviePartNm': '감독'}, {'movieCd': '19958176', 'movieNm': '설득', 'moviePartNm': '감독'}]"
10043421,안소니 루소,감독,"[{'movieCd': '20184889', 'movieNm': '어벤져스: 엔드게임', 'moviePartNm': '감독'}, {'movieCd': '20177478', 'movieNm': '어벤져스: 인피니티 워', 'moviePartNm': '감독'}, {'movieCd': '20159364', 'movieNm': '캡틴 아메리카: 시빌 워', 'moviePartNm': '감독'}, {'movieCd': '20159364', 'movieNm': '캡틴 아메리카: 시빌 워', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20147790', 'movieNm': '캡틴 아메리카: 윈터 솔져', 'moviePartNm': '감독'}, {'movieCd': '20068368', 'movieNm': '허니문크래셔', 'moviePartNm': '감독'}, {'movieCd': '20020009', 'movieNm': '웰컴 투 콜린우드', 'moviePartNm': '감독'}]"
20171663,김현호,감독,"[{'movieCd': '20137481', 'movieNm': '부탁', 'moviePartNm': '감독'}]"
20243469,미즈노 시게노리,감독,"[{'movieCd': '20169323', 'movieNm': '안도 타다오', 'moviePartNm': '감독'}]"
10054185,육상효,감독,"[{'movieCd': '20185784', 'movieNm': '나의 특별한 형제', 'moviePartNm': '감독'}, {'movieCd': '20185784', 'movieNm': '나의 특별한 형제', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20133682', 'movieNm': '화장', 'moviePartNm': '각색'}, {'movieCd': '20124070', 'movieNm': '강철대오:구국의 철가방', 'moviePartNm': '감독'}, {'movieCd': '20124070', 'movieNm': '강철대오:구국의 철가방', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20100835', 'movieNm': '방가? 방가!', 'moviePartNm': '감독'}, {'movieCd': '20100835', 'movieNm': '방가? 방가!', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20100835', 'movieNm': '방가? 방가!', 'moviePartNm': '각색'}, {'movieCd': '20040751', 'movieNm': '여자, 정혜', 'moviePartNm': '배우'}, {'movieCd': '20040595', 'movieNm': '달마야, 서울 가자', 'moviePartNm': '감독'}, {'movieCd': '20040595', 'movieNm': '달마야, 서울 가자', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20020127', 'movieNm': '아이언 팜', 'moviePartNm': '감독'}, {'movieCd': '20020127', 'movieNm': '아이언 팜', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '19960042', 'movieNm': '축제', 'moviePartNm': '각색'}, {'movieCd': '19940034', 'movieNm': '장미빛 인생', 'moviePartNm': '시나리오(각본)'}]"
10018169,롭 레터맨,감독,"[{'movieCd': '20198598', 'movieNm': '명탐정 피카츄', 'moviePartNm': '감독'}, {'movieCd': '20157158', 'movieNm': '구스범스', 'moviePartNm': '감독'}, {'movieCd': '20102417', 'movieNm': '걸리버 여행기', 'moviePartNm': '감독'}, {'movieCd': '20090195', 'movieNm': '몬스터 vs 에이리언', 'moviePartNm': '감독'}, {'movieCd': '20040744', 'movieNm': '샤크', 'moviePartNm': '감독'}]"
10076064,캘리 애스버리,감독,"[{'movieCd': '20197147', 'movieNm': '어글리 돌', 'moviePartNm': '감독'}, {'movieCd': '20161665', 'movieNm': '스머프: 비밀의 숲', 'moviePartNm': '감독'}, {'movieCd': '20119972', 'movieNm': '노미오와 줄리엣', 'moviePartNm': '감독'}, {'movieCd': '20040566', 'movieNm': '슈렉2', 'moviePartNm': '감독'}, {'movieCd': '20020184', 'movieNm': '스피릿', 'moviePartNm': '감독'}]"
10003461,기예르모 델 토로,감독,"[{'movieCd': '20174603', 'movieNm': '퍼시픽 림: 업라이징', 'moviePartNm': '제작'}, {'movieCd': '20173436', 'movieNm': '셰이프 오브 워터: 사랑의 모양', 'moviePartNm': '감독'}, {'movieCd': '20156570', 'movieNm': '크림슨 피크', 'moviePartNm': '감독'}, {'movieCd': '20136961', 'movieNm': '퍼시픽 림', 'moviePartNm': '감독'}, {'movieCd': '20123041', 'movieNm': '마마', 'moviePartNm': '제작'}, {'movieCd': '20081332', 'movieNm': '헬보이 2 : 골든 아미', 'moviePartNm': '감독'}, {'movieCd': '20060347', 'movieNm': '판의 미로 - 오필리아와 세 개의 열쇠', 'moviePartNm': '감독'}, {'movieCd': '20040623', 'movieNm': '헬보이', 'moviePartNm': '감독'}, {'movieCd': '20020113', 'movieNm': '블레이드 2', 'moviePartNm': '감독'}, {'movieCd': '20018583', 'movieNm': '악마의 등뼈', 'moviePartNm': '감독'}, {'movieCd': '19990122', 'movieNm': '미믹 ', 'moviePartNm': '감독'}, {'movieCd': '20107748', 'movieNm': '크로노스', 'moviePartNm': '감독'}]"
10013576,크리스찬 하스,감독,"[{'movieCd': '20199736', 'movieNm': '프렌즈: 둥지탈출', 'moviePartNm': '감독'}]"
10087327,줄리아 하트,감독,"[{'movieCd': '20199189', 'movieNm': '미스 스티븐스', 'moviePartNm': '감독'}]"
20186696,정다원,감독,"[{'movieCd': '20184082', 'movieNm': '걸캅스', 'moviePartNm': '감독'}, {'movieCd': '20184082', 'movieNm': '걸캅스', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20155223', 'movieNm': '목숨 건 연애', 'moviePartNm': '배우'}, {'movieCd': '20155223', 'movieNm': '목숨 건 연애', 'moviePartNm': '배우'}, {'movieCd': '20155223', 'movieNm': '목숨 건 연애', 'moviePartNm': '제작팀'}, {'movieCd': '20163019', 'movieNm': '장기왕 : 가락시장 레볼루션', 'moviePartNm': '감독'}, {'movieCd': '20163019', 'movieNm': '장기왕 : 가락시장 레볼루션', 'moviePartNm': '배우'}, {'movieCd': '20163019', 'movieNm': '장기왕 : 가락시장 레볼루션', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20163019', 'movieNm': '장기왕 : 가락시장 레볼루션', 'moviePartNm': '제작'}, {'movieCd': '20148840', 'movieNm': '자유의 언덕', 'moviePartNm': '제작팀'}, {'movieCd': '20137041', 'movieNm': '우리 선희', 'moviePartNm': '제작팀'}, {'movieCd': '20121741', 'movieNm': '누구의 딸도 아닌 해원', 'moviePartNm': '제작팀'}]"
20312876,앤소니 마라스,감독,"[{'movieCd': '20185384', 'movieNm': '호텔 뭄바이', 'moviePartNm': '감독'}]"
20314390,홍승완,감독,"[{'movieCd': '20187981', 'movieNm': '배심원들', 'moviePartNm': '감독'}, {'movieCd': '20187981', 'movieNm': '배심원들', 'moviePartNm': '시나리오(각본)'}]"
